Reaction_Name,Gene_ID,Pathway,Metabolite_ID,name,formula,charge,"formula, neutral",KEGG ID,CAS number   
D-fructose transport via PEP:Pyr PTS,MG062,Transport,f1p,D-Fructose 1-phosphate,C6H11O9P,-2.0,C6H13O9P,C02976,15978-08-2
D-fructose transport via PEP:Pyr PTS,MG062,Transport,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
D-fructose transport via PEP:Pyr PTS,MG041,Transport,pep,Phosphoenolpyruvate,C3H2O6P,-3.0,C3H5O6P,C00074,138-08-9
D-fructose transport via PEP:Pyr PTS,MG041,Transport,fru,D-Fructose,C6H12O6,0.0,,C00095,57-48-7
D-fructose transport via PEP:Pyr PTS,MG041,Transport,f1p,D-Fructose 1-phosphate,C6H11O9P,-2.0,C6H13O9P,C02976,15978-08-2
D-fructose transport via PEP:Pyr PTS,MG041,Transport,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
glycerol-3-phosphate dehydrogenase (menaquinone 7),MG260,Carbohydrates and related molecules,mql7,Menaquinol 7,C46H66O2,0.0,,C05819,
glycerol-3-phosphate dehydrogenase (menaquinone 7),MG260,Carbohydrates and related molecules,mqn7,Menaquinone 7,C46H64O2,0.0,,C00828,
glycerol-3-phosphate dehydrogenase (menaquinone 7),MG260,Carbohydrates and related molecules,glyc3p,Glycerol 3-phosphate,C3H7O6P,-2.0,C3H9O6P,C00093,
glycerol-3-phosphate dehydrogenase (menaquinone 7),MG260,Carbohydrates and related molecules,dhap,Dihydroxyacetone phosphate,C3H5O6P,-2.0,C3H7O6P,C00111,1957-04-05 00:00:00
Glucose-6-phosphate isomerase,MG111,Carbohydrates and related molecules,g6p,D-Glucose 6-phosphate,C6H11O9P,-2.0,C6H13O9P,C00092,56-73-5
Glucose-6-phosphate isomerase,MG111,Carbohydrates and related molecules,g6p-B,beta-D-glucose 6-phosphate,C6H11O9P,-2.0,C6H13O9P,,
D-galactose transport via ABC system,MG119,Transport,gal,D-Galactose,C6H12O6,0.0,,C00124,59-23-4
D-galactose transport via ABC system,MG119,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
D-galactose transport via ABC system,MG119,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
D-galactose transport via ABC system,MG119,Transport,h,H+,H,1.0,,C00080,12408-02-5
D-galactose transport via ABC system,MG119,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
D-galactose transport via ABC system,MG119,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
UTP-glucose-1-phosphate uridylyltransferase,MG453,Lipid & Cell Membrane Metabolism,g1p,D-Glucose 1-phosphate,C6H11O9P,-2.0,C6H13O9P,C00103,59-56-3
UTP-glucose-1-phosphate uridylyltransferase,MG453,Lipid & Cell Membrane Metabolism,udpg,UDPglucose,C15H22N2O17P2,-2.0,C15H24N2O17P2,C00029,
UTP-glucose-1-phosphate uridylyltransferase,MG453,Lipid & Cell Membrane Metabolism,h,H+,H,1.0,,C00080,12408-02-5
UTP-glucose-1-phosphate uridylyltransferase,MG453,Lipid & Cell Membrane Metabolism,ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
UTP-glucose-1-phosphate uridylyltransferase,MG453,Lipid & Cell Membrane Metabolism,utp,UTP,C9H11N2O15P3,-4.0,C9H15N2O15P3,C00075,63-39-8
D-glucosamine transport via PEP:Pyr PTS,MG041,Transport,pep,Phosphoenolpyruvate,C3H2O6P,-3.0,C3H5O6P,C00074,138-08-9
D-glucosamine transport via PEP:Pyr PTS,MG041,Transport,gam,D-Glucosamine,C6H14NO5,1.0,C6H13NO5,C00329,3416-24-8
D-glucosamine transport via PEP:Pyr PTS,MG041,Transport,gam6p,D-Glucosamine 6-phosphate,C6H13NO8P,-1.0,C6H14NO8P,C00352,3616-42-0
D-glucosamine transport via PEP:Pyr PTS,MG041,Transport,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
D-glucosamine transport via PEP:Pyr PTS,MG429,Transport,pep,Phosphoenolpyruvate,C3H2O6P,-3.0,C3H5O6P,C00074,138-08-9
D-glucosamine transport via PEP:Pyr PTS,MG429,Transport,gam,D-Glucosamine,C6H14NO5,1.0,C6H13NO5,C00329,3416-24-8
D-glucosamine transport via PEP:Pyr PTS,MG429,Transport,gam6p,D-Glucosamine 6-phosphate,C6H13NO8P,-1.0,C6H14NO8P,C00352,3616-42-0
D-glucosamine transport via PEP:Pyr PTS,MG429,Transport,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
glyceraldehyde-3-phosphate dehydrogenase (NAD),MG301,Central Metabolism,nad,Nicotinamide adenine dinucleotide,C21H26N7O14P2,-1.0,C21H28N7O14P2,C00003,53-84-9
glyceraldehyde-3-phosphate dehydrogenase (NAD),MG301,Central Metabolism,nadh,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,-2.0,C21H29N7O14P2,C00004,58-68-4
glyceraldehyde-3-phosphate dehydrogenase (NAD),MG301,Central Metabolism,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
glyceraldehyde-3-phosphate dehydrogenase (NAD),MG301,Central Metabolism,h,H+,H,1.0,,C00080,12408-02-5
glyceraldehyde-3-phosphate dehydrogenase (NAD),MG301,Central Metabolism,13dpg,3-Phospho-D-glyceroyl phosphate,C3H4O10P2,-4.0,C3H8O10P2,C00236,
glyceraldehyde-3-phosphate dehydrogenase (NAD),MG301,Central Metabolism,g3p,Glyceraldehyde 3-phosphate,C3H5O6P,-2.0,C3H7O6P,C00661,142-10-9
glycine hydroxymethyltransferase,MG394,Amino Acid Metabolism,ser-L,L-Serine,C3H7NO3,0.0,C3H7NO3,C00065,56-45-1
glycine hydroxymethyltransferase,MG394,Amino Acid Metabolism,thf,"5,6,7,8-Tetrahydrofolate",C19H21N7O6,-2.0,C19H23N7O6,C00101,135-16-0
glycine hydroxymethyltransferase,MG394,Amino Acid Metabolism,gly,Glycine,C2H5NO2,0.0,C2H5NO2,C00037,56-40-6
glycine hydroxymethyltransferase,MG394,Amino Acid Metabolism,h2o,H2O,H2O,0.0,,C00001,7732-18-5
glycine hydroxymethyltransferase,MG394,Amino Acid Metabolism,mlthf,"5,10-Methylenetetrahydrofolate",C20H21N7O6,-2.0,C20H23N7O6,C00143,
guanylate kinase (GMP:ATP),MG107,Nucleotides and nucleic acids,gdp,GDP,C10H12N5O11P2,-3.0,C10H15N5O11P2,C00035,146-91-8
guanylate kinase (GMP:ATP),MG107,Nucleotides and nucleic acids,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
guanylate kinase (GMP:ATP),MG107,Nucleotides and nucleic acids,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
guanylate kinase (GMP:ATP),MG107,Nucleotides and nucleic acids,gmp,GMP,C10H12N5O8P,-2.0,,C00144,85-32-5
guanylate kinase (GMP:dATP),MG107,Nucleotides and nucleic acids,gdp,GDP,C10H12N5O11P2,-3.0,C10H15N5O11P2,C00035,146-91-8
guanylate kinase (GMP:dATP),MG107,Nucleotides and nucleic acids,datp,dATP,C10H12N5O12P3,-4.0,C10H16N5O12P3,C00131,1927-31-7
guanylate kinase (GMP:dATP),MG107,Nucleotides and nucleic acids,gmp,GMP,C10H12N5O8P,-2.0,,C00144,85-32-5
guanylate kinase (GMP:dATP),MG107,Nucleotides and nucleic acids,dadp,dADP,C10H12N5O9P2,-3.0,C10H15N5O9P2,C00206,
D-glucose transport via PEP:Pyr PTS,MG429,Transport,pep,Phosphoenolpyruvate,C3H2O6P,-3.0,C3H5O6P,C00074,138-08-9
D-glucose transport via PEP:Pyr PTS,MG429,Transport,g6p,D-Glucose 6-phosphate,C6H11O9P,-2.0,C6H13O9P,C00092,56-73-5
D-glucose transport via PEP:Pyr PTS,MG429,Transport,glc-D,D-Glucose,C6H12O6,0.0,,C00031,50-99-7
D-glucose transport via PEP:Pyr PTS,MG429,Transport,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
D-glucose transport via PEP:Pyr PTS,MG069,Transport,pep,Phosphoenolpyruvate,C3H2O6P,-3.0,C3H5O6P,C00074,138-08-9
D-glucose transport via PEP:Pyr PTS,MG069,Transport,g6p,D-Glucose 6-phosphate,C6H11O9P,-2.0,C6H13O9P,C00092,56-73-5
D-glucose transport via PEP:Pyr PTS,MG069,Transport,glc-D,D-Glucose,C6H12O6,0.0,,C00031,50-99-7
D-glucose transport via PEP:Pyr PTS,MG069,Transport,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
D-glucose transport via PEP:Pyr PTS,MG041,Transport,pep,Phosphoenolpyruvate,C3H2O6P,-3.0,C3H5O6P,C00074,138-08-9
D-glucose transport via PEP:Pyr PTS,MG041,Transport,g6p,D-Glucose 6-phosphate,C6H11O9P,-2.0,C6H13O9P,C00092,56-73-5
D-glucose transport via PEP:Pyr PTS,MG041,Transport,glc-D,D-Glucose,C6H12O6,0.0,,C00031,50-99-7
D-glucose transport via PEP:Pyr PTS,MG041,Transport,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
glutamine-N5 methyltransferase,MG259,glutamine-N5 methyltransferase pathway,ahcys,S-Adenosyl-L-homocysteine,C14H20N6O5S,0.0,C14H20N6O5S,C00021,979-92-0
glutamine-N5 methyltransferase,MG259,glutamine-N5 methyltransferase pathway,gln-L,L-Glutamine,C5H10N2O3,0.0,C5H10N2O3,C00064,56-85-9
glutamine-N5 methyltransferase,MG259,glutamine-N5 methyltransferase pathway,amet,S-Adenosyl-L-methionine,C15H23N6O5S,1.0,C15H23N6O5S,C00019,29908-03-0
glutamine-N5 methyltransferase,MG259,glutamine-N5 methyltransferase pathway,C03153,N5-Methyl-L-glutamine,C6H12N2O3,-1.0,C6H13N2O3,C03153,
Glutamyl-tRNA synthetase,MG462,Other function,trnaglu,tRNA (Glu),HOR,0.0,,C01641,
Glutamyl-tRNA synthetase,MG462,Other function,glu-L,L-Glutamate,C5H8NO4,-1.0,C5H9NO4,C00025,56-86-0
Glutamyl-tRNA synthetase,MG462,Other function,amp,AMP,C10H12N5O7P,-2.0,C10H14N5O7P,C00020,61-19-8
Glutamyl-tRNA synthetase,MG462,Other function,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Glutamyl-tRNA synthetase,MG462,Other function,glutrna,L-Glutamyl-tRNA(Glu),C5H7NO3R,0.0,C5H7NO3R,C02987,
Glutamyl-tRNA synthetase,MG462,Other function,ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
glutamyl-tRNA(Gln) amidotransferase,MG098,Amino acids and related molecules,glutrna,L-Glutamyl-tRNA(Glu),C5H7NO3R,0.0,C5H7NO3R,C02987,
glutamyl-tRNA(Gln) amidotransferase,MG098,Amino acids and related molecules,glu-L,L-Glutamate,C5H8NO4,-1.0,C5H9NO4,C00025,56-86-0
glutamyl-tRNA(Gln) amidotransferase,MG098,Amino acids and related molecules,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
glutamyl-tRNA(Gln) amidotransferase,MG098,Amino acids and related molecules,glntrna,L-Glutaminyl-tRNA(Gln),C5H9N2O2R,1.0,,C02282,
glutamyl-tRNA(Gln) amidotransferase,MG098,Amino acids and related molecules,gln-L,L-Glutamine,C5H10N2O3,0.0,C5H10N2O3,C00064,56-85-9
glutamyl-tRNA(Gln) amidotransferase,MG098,Amino acids and related molecules,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
glutamyl-tRNA(Gln) amidotransferase,MG098,Amino acids and related molecules,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
glutamyl-tRNA(Gln) amidotransferase,MG099,Amino acids and related molecules,glutrna,L-Glutamyl-tRNA(Glu),C5H7NO3R,0.0,C5H7NO3R,C02987,
glutamyl-tRNA(Gln) amidotransferase,MG099,Amino acids and related molecules,glu-L,L-Glutamate,C5H8NO4,-1.0,C5H9NO4,C00025,56-86-0
glutamyl-tRNA(Gln) amidotransferase,MG099,Amino acids and related molecules,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
glutamyl-tRNA(Gln) amidotransferase,MG099,Amino acids and related molecules,glntrna,L-Glutaminyl-tRNA(Gln),C5H9N2O2R,1.0,,C02282,
glutamyl-tRNA(Gln) amidotransferase,MG099,Amino acids and related molecules,gln-L,L-Glutamine,C5H10N2O3,0.0,C5H10N2O3,C00064,56-85-9
glutamyl-tRNA(Gln) amidotransferase,MG099,Amino acids and related molecules,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
glutamyl-tRNA(Gln) amidotransferase,MG099,Amino acids and related molecules,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
glutamyl-tRNA(Gln) amidotransferase,MG100,Amino acids and related molecules,glutrna,L-Glutamyl-tRNA(Glu),C5H7NO3R,0.0,C5H7NO3R,C02987,
glutamyl-tRNA(Gln) amidotransferase,MG100,Amino acids and related molecules,glu-L,L-Glutamate,C5H8NO4,-1.0,C5H9NO4,C00025,56-86-0
glutamyl-tRNA(Gln) amidotransferase,MG100,Amino acids and related molecules,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
glutamyl-tRNA(Gln) amidotransferase,MG100,Amino acids and related molecules,glntrna,L-Glutaminyl-tRNA(Gln),C5H9N2O2R,1.0,,C02282,
glutamyl-tRNA(Gln) amidotransferase,MG100,Amino acids and related molecules,gln-L,L-Glutamine,C5H10N2O3,0.0,C5H10N2O3,C00064,56-85-9
glutamyl-tRNA(Gln) amidotransferase,MG100,Amino acids and related molecules,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
glutamyl-tRNA(Gln) amidotransferase,MG100,Amino acids and related molecules,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
sn-Glycerol 3-phosphate transport via ABC system,MG187,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
sn-Glycerol 3-phosphate transport via ABC system,MG187,Transport,glyc3p,Glycerol 3-phosphate,C3H7O6P,-2.0,C3H9O6P,C00093,
sn-Glycerol 3-phosphate transport via ABC system,MG187,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
sn-Glycerol 3-phosphate transport via ABC system,MG187,Transport,h,H+,H,1.0,,C00080,12408-02-5
sn-Glycerol 3-phosphate transport via ABC system,MG187,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
sn-Glycerol 3-phosphate transport via ABC system,MG187,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
sn-Glycerol 3-phosphate transport via ABC system,MG188,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
sn-Glycerol 3-phosphate transport via ABC system,MG188,Transport,glyc3p,Glycerol 3-phosphate,C3H7O6P,-2.0,C3H9O6P,C00093,
sn-Glycerol 3-phosphate transport via ABC system,MG188,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
sn-Glycerol 3-phosphate transport via ABC system,MG188,Transport,h,H+,H,1.0,,C00080,12408-02-5
sn-Glycerol 3-phosphate transport via ABC system,MG188,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
sn-Glycerol 3-phosphate transport via ABC system,MG188,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
sn-Glycerol 3-phosphate transport via ABC system,MG189,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
sn-Glycerol 3-phosphate transport via ABC system,MG189,Transport,glyc3p,Glycerol 3-phosphate,C3H7O6P,-2.0,C3H9O6P,C00093,
sn-Glycerol 3-phosphate transport via ABC system,MG189,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
sn-Glycerol 3-phosphate transport via ABC system,MG189,Transport,h,H+,H,1.0,,C00080,12408-02-5
sn-Glycerol 3-phosphate transport via ABC system,MG189,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
sn-Glycerol 3-phosphate transport via ABC system,MG189,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
glycerol transport,MG033,Transport,glyc,Glycerol,C3H8O3,0.0,,C00116,56-81-5
glycerol kinase,MG038,Alternate Carbon Metabolism,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
glycerol kinase,MG038,Alternate Carbon Metabolism,glyc3p,Glycerol 3-phosphate,C3H7O6P,-2.0,C3H9O6P,C00093,
glycerol kinase,MG038,Alternate Carbon Metabolism,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
glycerol kinase,MG038,Alternate Carbon Metabolism,h,H+,H,1.0,,C00080,12408-02-5
glycerol kinase,MG038,Alternate Carbon Metabolism,glyc,Glycerol,C3H8O3,0.0,,C00116,56-81-5
Glycyl-tRNA synthetase,MG251,Glycine and Serine Metabolism,amp,AMP,C10H12N5O7P,-2.0,C10H14N5O7P,C00020,61-19-8
Glycyl-tRNA synthetase,MG251,Glycine and Serine Metabolism,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Glycyl-tRNA synthetase,MG251,Glycine and Serine Metabolism,glytrna,Glycyl-tRNA(Gly),C2H4NOR,1.0,,C02412,
Glycyl-tRNA synthetase,MG251,Glycine and Serine Metabolism,trnagly,tRNA(Gly),HOR,0.0,,C01642,
Glycyl-tRNA synthetase,MG251,Glycine and Serine Metabolism,gly,Glycine,C2H5NO2,0.0,C2H5NO2,C00037,56-40-6
Glycyl-tRNA synthetase,MG251,Glycine and Serine Metabolism,ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
GTP amine hydrolysis (spontaneous),s0001,Nucleotide Salvage Pathway,xtp,XTP,C10H11N4O15P3,-4.0,C10H15N4O15P3,C00700,
GTP amine hydrolysis (spontaneous),s0001,Nucleotide Salvage Pathway,gtp,GTP,C10H12N5O14P3,-4.0,C10H16N5O14P3,C00044,1986-01-01 00:00:00
GTP amine hydrolysis (spontaneous),s0001,Nucleotide Salvage Pathway,nh4,Ammonium,H4N,1.0,H3N,C01342,14798-03-9
GTP amine hydrolysis (spontaneous),s0001,Nucleotide Salvage Pathway,h,H+,H,1.0,,C00080,12408-02-5
GTP amine hydrolysis (spontaneous),s0001,Nucleotide Salvage Pathway,h2o,H2O,H2O,0.0,,C00001,7732-18-5
guanine phosphoribosyltransferase,MG458,Nucleotides and nucleic acids,prpp,5-Phospho-alpha-D-ribose 1-diphosphate,C5H8O14P3,-5.0,C5H13O14P3,C00119,
guanine phosphoribosyltransferase,MG458,Nucleotides and nucleic acids,gmp,GMP,C10H12N5O8P,-2.0,,C00144,85-32-5
guanine phosphoribosyltransferase,MG458,Nucleotides and nucleic acids,gua,Guanine,C5H5N5O,0.0,,C00242,73-40-5
guanine phosphoribosyltransferase,MG458,Nucleotides and nucleic acids,ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
H2O transport via diffusion,s0001,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
Histidyl-tRNA synthetase,MG035,tRNA Charging,amp,AMP,C10H12N5O7P,-2.0,C10H14N5O7P,C00020,61-19-8
Histidyl-tRNA synthetase,MG035,tRNA Charging,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Histidyl-tRNA synthetase,MG035,tRNA Charging,histrna,L-Histidyl-tRNA(His),C6H8N3OR,1.0,,C02988,
Histidyl-tRNA synthetase,MG035,tRNA Charging,trnahis,tRNA(His),HOR,0.0,,C01643,
Histidyl-tRNA synthetase,MG035,tRNA Charging,his-L,L-Histidine,C6H9N3O2,0.0,C6H9N3O2,C00135,71-00-1
Histidyl-tRNA synthetase,MG035,tRNA Charging,ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
hypoxanthine phosphoribosyltransferase (Hypoxanthine),MG458,Nucleotides and nucleic acids,ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
hypoxanthine phosphoribosyltransferase (Hypoxanthine),MG458,Nucleotides and nucleic acids,imp,IMP,C10H11N4O8P,-2.0,C10H13N4O8P,C00130,131-99-7
hypoxanthine phosphoribosyltransferase (Hypoxanthine),MG458,Nucleotides and nucleic acids,prpp,5-Phospho-alpha-D-ribose 1-diphosphate,C5H8O14P3,-5.0,C5H13O14P3,C00119,
hypoxanthine phosphoribosyltransferase (Hypoxanthine),MG458,Nucleotides and nucleic acids,hxan,Hypoxanthine,C5H4N4O,0.0,,C00262,68-94-0
Isoleucyl-tRNA synthetase,MG345,"Valine, Leucine, and Isoleucine Metabolism",amp,AMP,C10H12N5O7P,-2.0,C10H14N5O7P,C00020,61-19-8
Isoleucyl-tRNA synthetase,MG345,"Valine, Leucine, and Isoleucine Metabolism",atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Isoleucyl-tRNA synthetase,MG345,"Valine, Leucine, and Isoleucine Metabolism",trnaile,tRNA(Ile),HOR,0.0,,C01644,
Isoleucyl-tRNA synthetase,MG345,"Valine, Leucine, and Isoleucine Metabolism",ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
Isoleucyl-tRNA synthetase,MG345,"Valine, Leucine, and Isoleucine Metabolism",iletrna,L-Isoleucyl-tRNA(Ile),C6H12NOR,1.0,,C03127,
Isoleucyl-tRNA synthetase,MG345,"Valine, Leucine, and Isoleucine Metabolism",ile-L,L-Isoleucine,C6H13NO2,0.0,C6H13NO2,C00407,73-32-5
inositol catabolic reactions (lumped),MG023,Carbohydrates and related molecules,msa,Malonate semialdehyde,C3H3O3,-1.0,C3H4O3,C00222,
inositol catabolic reactions (lumped),MG023,Carbohydrates and related molecules,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
inositol catabolic reactions (lumped),MG023,Carbohydrates and related molecules,dhap,Dihydroxyacetone phosphate,C3H5O6P,-2.0,C3H7O6P,C00111,1957-04-05 00:00:00
inositol catabolic reactions (lumped),MG023,Carbohydrates and related molecules,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
inositol catabolic reactions (lumped),MG023,Carbohydrates and related molecules,h,H+,H,1.0,,C00080,12408-02-5
inositol catabolic reactions (lumped),MG023,Carbohydrates and related molecules,2ins,2-Inosose,C6H10O6,0.0,,C00691,
potassium irreversible transport via proton symporter,MG323,Transport,h,H+,H,1.0,,C00080,12408-02-5
potassium irreversible transport via proton symporter,MG323,Transport,k,Potassium,K,1.0,,C00238,
L-lactate dehydrogenase,MG460,Membrane bioenergetics,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
L-lactate dehydrogenase,MG460,Membrane bioenergetics,nad,Nicotinamide adenine dinucleotide,C21H26N7O14P2,-1.0,C21H28N7O14P2,C00003,53-84-9
L-lactate dehydrogenase,MG460,Membrane bioenergetics,nadh,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,-2.0,C21H29N7O14P2,C00004,58-68-4
L-lactate dehydrogenase,MG460,Membrane bioenergetics,h,H+,H,1.0,,C00080,12408-02-5
L-lactate dehydrogenase,MG460,Membrane bioenergetics,lac-L,L-Lactate,C3H5O3,-1.0,C3H6O3,C00186,79-33-4
Leucyl-tRNA synthetase,MG266,"Valine, Leucine, and Isoleucine Metabolism",amp,AMP,C10H12N5O7P,-2.0,C10H14N5O7P,C00020,61-19-8
Leucyl-tRNA synthetase,MG266,"Valine, Leucine, and Isoleucine Metabolism",atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Leucyl-tRNA synthetase,MG266,"Valine, Leucine, and Isoleucine Metabolism",leutrna,L-Leucyl-tRNA(Leu),C6H12NOR,1.0,,C02047,
Leucyl-tRNA synthetase,MG266,"Valine, Leucine, and Isoleucine Metabolism",trnaleu,tRNA(Leu),HOR,0.0,,C01645,
Leucyl-tRNA synthetase,MG266,"Valine, Leucine, and Isoleucine Metabolism",leu-L,L-Leucine,C6H13NO2,0.0,C6H13NO2,C00123,61-90-5
Leucyl-tRNA synthetase,MG266,"Valine, Leucine, and Isoleucine Metabolism",ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
Lysyl-tRNA synthetase,MG136,Threonine and Lysine Metabolism,amp,AMP,C10H12N5O7P,-2.0,C10H14N5O7P,C00020,61-19-8
Lysyl-tRNA synthetase,MG136,Threonine and Lysine Metabolism,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Lysyl-tRNA synthetase,MG136,Threonine and Lysine Metabolism,lystrna,L-Lysine-tRNA (Lys),C6H14N2OR,2.0,,C01931,
Lysyl-tRNA synthetase,MG136,Threonine and Lysine Metabolism,lys-L,L-Lysine,C6H15N2O2,1.0,C6H14N2O2,C00047,56-87-1
Lysyl-tRNA synthetase,MG136,Threonine and Lysine Metabolism,trnalys,tRNA(Lys),HOR,0.0,,C01646,
Lysyl-tRNA synthetase,MG136,Threonine and Lysine Metabolism,ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
maltose transport via PEP:Pyr PTS,MG041,Transport,pep,Phosphoenolpyruvate,C3H2O6P,-3.0,C3H5O6P,C00074,138-08-9
maltose transport via PEP:Pyr PTS,MG041,Transport,malt,Maltose,C12H22O11,0.0,,C00208,69-79-4
maltose transport via PEP:Pyr PTS,MG041,Transport,malt6p,Maltose 6'-phosphate,C12H21O14P,-2.0,C12H23O14P,C02995,
maltose transport via PEP:Pyr PTS,MG041,Transport,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
maltose transport via PEP:Pyr PTS,MG429,Transport,pep,Phosphoenolpyruvate,C3H2O6P,-3.0,C3H5O6P,C00074,138-08-9
maltose transport via PEP:Pyr PTS,MG429,Transport,malt,Maltose,C12H22O11,0.0,,C00208,69-79-4
maltose transport via PEP:Pyr PTS,MG429,Transport,malt6p,Maltose 6'-phosphate,C12H21O14P,-2.0,C12H23O14P,C02995,
maltose transport via PEP:Pyr PTS,MG429,Transport,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
D-mannose transport via PEP:Pyr PTS,MG041,Transport,pep,Phosphoenolpyruvate,C3H2O6P,-3.0,C3H5O6P,C00074,138-08-9
D-mannose transport via PEP:Pyr PTS,MG041,Transport,man6p,D-Mannose 6-phosphate,C6H11O9P,-2.0,C6H13O9P,C00275,
D-mannose transport via PEP:Pyr PTS,MG041,Transport,man,D-Mannose,C6H12O6,0.0,,C00159,3458-28-4
D-mannose transport via PEP:Pyr PTS,MG041,Transport,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
D-mannose transport via PEP:Pyr PTS,MG429,Transport,pep,Phosphoenolpyruvate,C3H2O6P,-3.0,C3H5O6P,C00074,138-08-9
D-mannose transport via PEP:Pyr PTS,MG429,Transport,man6p,D-Mannose 6-phosphate,C6H11O9P,-2.0,C6H13O9P,C00275,
D-mannose transport via PEP:Pyr PTS,MG429,Transport,man,D-Mannose,C6H12O6,0.0,,C00159,3458-28-4
